incident_id,date,date_precision,time_of_day,time_local,location,country,shape,size,color,object_count,behavior,duration,sensors,witness_count,witness_types,agencies,n_agencies,n_source_docs,n_records_merged,explanation_status,confidence,summary,source_docs
INC-0402,1957-11-05,day,afternoon,,"Glen Ridge, New Jersey",United States,cylindrical,,dark silver,1,moving; returned,,visual,4,civilian,FBI,1,1,1,not-assessed,high,"A family observed a long, cylindrical, dark silver object with fins moving northeast, then returning at dusk.",pursue-r3--fbi-uap-d012
INC-0403,1957-11-06,day,night,,"Old Brookville, Long Island, New York",USA,light,,red,2,hovering; joining together,,visual,multiple,civilian; federal-le,FBI,1,1,1,not-assessed,medium,Residents and police reported two red lights hovering and joining together.,65_hs1-834228961_62-hq-83894_section_8
INC-0404,1957-11-12,day,night,11:15 p.m.,"New York City, New York",United States,,,,1,stationary; fluctuating lights,,visual,1,civilian,FBI,1,1,1,not-assessed,high,Witness observed a stationary object over New York City with fast fluctuating red and blue lights.,pursue-r3--fbi-uap-d012
INC-0405,1957-12-05,day,evening,20:05,"Torrington, Connecticut",,,,,,,,,unknown,,FBI,1,1,1,not-assessed,medium,"A report of an unidentified flying object near Torrington, Connecticut.",65_hs1-834228961_62-hq-83894_section_9
INC-0406,1958,year,unknown,,,"Detroit, MI",circular,,,,,,visual,1,civilian,FBI,1,1,1,unexplained,medium,Detroit man reported a circular object with a crystal-type dome.,pursue-r1-record-index
INC-0407,1958-01-13,day,night,,"Sachs Air Force Base, Oklahoma",USA,disc,,yellowish,,rotating; stationary; moving slowly; merged; disappear,,visual,1,military-other,USAF,1,1,1,not-assessed,high,Air Force personnel observed a disc-shaped object that merged with a second object.,65_hs1-834228961_62-hq-83894_section_6
INC-0408,1958-02-07,day,unknown,,Eastern Range,USA,missile,,,,propellant sloshing; missile instability; breakup,,visual,unknown,,RTI,1,1,1,explained,high,Atlas 13A launch failure due to B2 turbopump/engine failure and aerodynamic heating.,dow-uap-d48-report-september-1996
INC-0409,1958-02-11,day,midday,12:25 p.m.,"Union, New Jersey",United States,bullet,,silver,1,flying south; vapor trail,,visual,1,civilian,FBI,1,1,1,not-assessed,high,"Witness observed a bullet-shaped, silver object flying at high altitude with a vapor trail.",pursue-r3--fbi-uap-d012
INC-0410,1958-02-20,day,unknown,,Eastern Range,USA,missile,,,,divergent oscillations; hardover,,visual,unknown,,RTI,1,1,1,explained,high,Atlas 11A launch failure due to flight control system component failure.,dow-uap-d48-report-september-1996
INC-0411,1958-04-05,day,unknown,,Eastern Range,USA,missile,,,,premature shutdown,,visual,unknown,,RTI,1,1,1,explained,high,Atlas 15A launch failure due to B1 turbopump failure.,dow-uap-d48-report-september-1996
INC-0412,1958-04-12,day,afternoon,3:30 p.m.,"Perth Amboy, New Jersey",United States,rocket,,,1,flaming; descending,,visual,2,civilian,FBI,1,1,1,not-assessed,high,Witnesses observed a flaming rocket-like object descending from the sky.,pursue-r3--fbi-uap-d012
INC-0413,1958-04-17,day,night,04:08,"Detroit, Michigan",United States,circular,unknown,unknown,1,passing in a northern direction,unknown,visual,1,civilian,FBI,1,1,1,not-assessed,high,A Detroit resident reported seeing a circular object with a crystal-type dome reflecting lights moving in a northern direction.,65_hs1-101634279_100-de-18221_serial_844
INC-0414,1958-12-14,day,night,12:13 a.m.,"Jersey City and Woodbridge, New Jersey",United States,meteorite or comet,,bluish-white,multiple,flaming; high speed,,visual,10+,federal-le; civilian,FBI,1,1,1,explained,medium,"Multiple reports of bright objects with bluish-white flames, initially suspected to be meteors.",pursue-r3--fbi-uap-d012
INC-0415,1959-01-03,day,afternoon,4:55 p.m.,"Old Bridge, New Jersey",United States,,six foot long,orange,2,flying side by side; reversed course,,visual,2,civilian,FBI,1,1,1,not-assessed,high,"Witnesses observed two orange, six-foot long objects flying side by side.",pursue-r3--fbi-uap-d012
INC-0416,1959-02-24,day,night,,"Between Philipsburg and Bradford, PA",USA,saucer,,bright whitish,,accompanying aircraft; lost in haze,,visual,35 passengers plus crew,civilian; military-other,FBI,1,1,1,not-assessed,high,Pilot reported three shining saucer-like objects accompanying his DC6 passenger plane for 45 minutes.,65_hs1-834228961_62-hq-83894_sub_a
INC-0417,1959-02-26,day,evening,6:37 p.m.,"Levittown, New Jersey",United States,,,silver,1,,,visual,1,civilian,FBI,1,1,1,not-assessed,high,Witness observed a silver object at a considerable distance.,pursue-r3--fbi-uap-d012
INC-0418,1959-04-22,day,night,10:15 p.m.,"Fanwood, New Jersey",United States,,,,multiple,changing color; dividing and recombining,,visual,1,civilian,FBI,1,1,1,not-assessed,high,Witness observed lights changing color and dividing/recombining in the air.,pursue-r3--fbi-uap-d012
INC-0419,1959-10-28,day,afternoon,5:40 p.m.,New Jersey,United States,,,,1,twinkling; vapor trail,,visual,7+,civilian,FBI,1,1,1,not-assessed,medium,Multiple reports of a bright object with twinkling lights surrounded by haze.,pursue-r3--fbi-uap-d012
INC-0420,1960-01-16,day,evening,5:45 p.m.,"Bloomfield and Springfield, New Jersey",United States,,,,1,stationary; disappeared,,visual,4+,civilian,FBI,1,1,1,not-assessed,medium,"Multiple reports of a bright object with a hazy outline, stationary in the sky.",pursue-r3--fbi-uap-d012
INC-0421,1960-02-21,day,night,01:00,"Grand Blanc, Michigan",,oval,,fluorescent glow,,moving,,photo,1,civilian,FBI,1,1,1,not-assessed,high,Joseph Perry observed an unidentified flying object in a photograph he took of the moon.,65_hs1-834228961_62-hq-83894_section_9
INC-0422,1960-04-09,day,unknown,,Saryshagan,Soviet Union,,,,,overflight,,photo,,military-pilot,CIA,1,1,1,explained,high,U-2 mission 4155 over Saryshagan and Tyuratam.,pursue-r3--cia-uap-003
INC-0423,1960-04-17,day,unknown,,"Phipps Auditorium, City Park, Denver, Colorado",USA,,,,,lecture; movie presentation,,visual,250,civilian,FBI,1,1,1,not-assessed,high,"George W. Van Tassel gave a lecture at Phipps Auditorium in Denver, Colorado, discussing UFOs, religious-economic theories, and claims of contact with space people.",65_hs1-834228961_62-hq-83894_section_9
INC-0424,1960-05-01,day,unknown,,Sverdlovsk,Soviet Union,U-2 aircraft,,,,shot down; overflight,,visual; radar,1,military-pilot,CIA,1,1,3,explained,high,Francis Gary Powers' U-2 shot down over the Soviet Union.,pursue-r3--cia-uap-003; pursue-r3--cia-uap-003; pursue-r3--cia-uap-003
INC-0425,1960-05-03,day,unknown,,"Grand Blanc, Michigan",USA,,,,,photographed,,photo,,civilian,FBI,1,1,1,explained,medium,"Joseph Perry of Grand Blanc, Michigan, claimed a photograph of the moon contained a flying object. The Air Force stated it was a development error.",65_hs1-834228961_62-hq-83894_section_9
INC-0426,1961-01-24,day,unknown,,,,,,,,loss of stability; sustained turn,,,,,RTI,1,1,1,unexplained,medium,Atlas 8E launch failure resulting in loss of stability and impact 1316 miles downrange and 215 miles crossrange.,dow-uap-d48-report-september-1996
INC-0427,1961-02-05,day,evening,7:00 p.m.,"Westfield, New Jersey",United States,round to lateral,,,3,changed shape,,visual,4,civilian,FBI,1,1,1,not-assessed,high,Witness reported seeing three objects that changed from round to lateral/spectral shapes.,pursue-r3--fbi-uap-d012
INC-0428,1961-07-21,day,unknown,,North Atlantic Ocean,unknown,unknown,,,,not activating,,,,unknown,NASA,1,1,1,not-assessed,medium,Recovery team discusses dye pack failure.,pursue-r2-record-index
INC-0429,1961-09-13,day,evening,8:00 p.m.,"Elizabeth and New Brunswick, New Jersey",United States,,,reddish or tangerine,1,increased in size,,visual,3,civilian; scientist,FBI,1,1,1,not-assessed,medium,Witnesses reported a very bright object with reddish/tangerine color that increased in size.,pursue-r3--fbi-uap-d012
INC-0430,1961-09-25,day,morning,,"Cincinnati, Ohio",USA,,,,,anonymous phone call,,,,civilian,FBI,1,1,1,not-assessed,high,"Leonard H. Stringfield received an anonymous phone call warning of a flurry of UFO sightings between October 15 and 19, 1961, linked to Russian nuclear tests.",65_hs1-834228961_62-hq-83894_section_9
INC-0431,1961-10-06,day,unknown,,,,,,,,guidance error,,,,,RTI,1,1,1,explained,medium,Titan M-4 launch failure resulting in impact 86 miles short and 14 miles right of target.,dow-uap-d48-report-september-1996
INC-0432,1962-02-20,day,dawn,,orbital space,n/a,luminous particles,,yellow-green,,traveling with spacecraft; moving at same speed and direction; repulsive charge effect near spacecraft; luminous band; haze layer,,visual,1,astronaut,NASA,1,1,2,explained,high,Astronaut John Glenn reported seeing thousands of luminous particles traveling with the Friendship-7 spacecraft at sunrise.,pursue-r3--nasa-uap-d015; pursue-r3--nasa-uap-d015
INC-0433,1962-04,month,unknown,,,USA,,,,,flying,,visual; photo,1,military-pilot,NASA,1,1,1,unexplained,high,NASA pilot Joseph Walker filmed five or six UFOs during an X-15 flight.,pursue-r3--usg-uap-d001
INC-0434,1962-05-22,day,unknown,,,Africa,,,,,protected by force field,,other,,civilian,FBI,1,1,1,unexplained,medium,"An antimissile missile was fired at a UFO over Africa, but the object was protected by a force field.",65_hs1-834228961_62-hq-83894_section_10
INC-0435,1962-05-24,day,unknown,,Low Earth Orbit,unknown,unknown,,,,moving at random,,,,astronaut,NASA,1,1,1,not-assessed,high,Pilot describes white particles moving like snowflakes.,pursue-r2-record-index
INC-0436,1962-05-24,day,unknown,,orbital space,n/a,,,,,luminous band; continuous around horizon,,visual,1,astronaut,NASA,1,1,1,explained,high,Astronaut Scott Carpenter observed a luminous band around the horizon using an airglow filter.,pursue-r3--nasa-uap-d015
INC-0437,1962-07-17,day,unknown,,,USA,,,grayish,,flying,,visual,1,military-pilot,USAF,1,1,1,unexplained,high,Major Robert White reported a grayish object during an X-15 flight.,pursue-r3--usg-uap-d001
INC-0438,1962-07-22,day,unknown,,,,,,,,erroneous guidance; abnormal maneuvers,,,,,RTI,1,1,1,explained,medium,Atlas 145D launch failure involving erroneous guidance commands and abnormal maneuvers.,dow-uap-d48-report-september-1996
INC-0439,1962-09-08,day,unknown,,,China,U-2 aircraft,,,,overflight,,visual; radar,1,military-pilot,CIA,1,1,1,explained,high,A U-2 aircraft with a Nationalist Chinese pilot was shot down over the People's Republic of China.,pursue-r3--cia-uap-003
INC-0440,1962-10-03,day,unknown,,Low Earth Orbit,unknown,unknown,,,,drifting,,,,astronaut,NASA,1,1,1,not-assessed,high,Pilot describes white objects drifting from capsule.,pursue-r2-record-index
INC-0441,1962-10-03,day,unknown,,South Atlantic/Indian Ocean region,unknown,layer,10 degrees thick,brownish-gray,1,stationary relative to stars; diffuse,1-3 minutes,visual,1,military-pilot,NASA,1,1,1,partially-explained,high,Astronaut Schirra observed a luminous brownish smog-like layer or belt while in orbit over the Indian Ocean/Africa region.,pursue-r3--nasa-uap-d015
INC-0442,1962-10-27,day,unknown,,,Cuba,U-2 aircraft,,,,overflight,,visual; radar,1,military-pilot,USAF,1,1,1,explained,high,"A U-2C aircraft was shot down over Cuba, killing the pilot, Maj. Rudolph Anderson.",pursue-r3--cia-uap-003
INC-0443,1963-05-15,day,unknown,,Low Earth Orbit,unknown,unknown,,,,drifting,,,,astronaut,NASA,1,1,2,explained,high,Pilot observes fireflies.,pursue-r2-record-index; pursue-r2-record-index
INC-0444,1963-05-15,day,unknown,,Muchea,Australia,,,greenish,,approaching capsule,,visual; radar,1,military-pilot,NASA,1,1,1,unexplained,high,"Major Gordon Cooper reported seeing a glowing, greenish object approaching his Mercury capsule during his 22nd orbit.",pursue-r3--usg-uap-d001
INC-0445,1963-05-16,day,night,,orbital space,n/a,,,,,flashing; drifting; glowing; streaming; moving away from spacecraft,,visual,1,astronaut,NASA,1,1,2,explained,high,Astronaut Gordon Cooper observed a flashing light beacon ejected from the spacecraft.,pursue-r3--nasa-uap-d015; pursue-r3--nasa-uap-d015
INC-0446,1963-05-24,day,unknown,,"Wendover, Utah",United States,A-12,,,,crash,,other,,military-pilot,CIA,1,1,1,explained,high,"A-12 crash near Wendover, Utah due to ice in pitot-static tube.",pursue-r3--cia-uap-003
INC-0447,1963-11-01,day,unknown,,,China,U-2 aircraft,,,,overflight,,visual; radar,1,military-pilot,CIA,1,1,1,explained,high,A Nationalist Chinese U-2 pilot was shot down over the PRC.,pursue-r3--cia-uap-003
INC-0448,1963-12-07,day,unknown,,"Moorestown, New Jersey",,,,,,laying air mines,,visual,,civilian,FBI,1,1,1,explained,high,"Observation of an unusual object in the sky near Moorestown, New Jersey, which the witness associated with a subsequent plane crash in Elkton, Maryland.",65_hs1-834228961_62-hq-83894_section_10
INC-0449,1964-04-24,day,afternoon,17:50,"Socorro, New Mexico",USA,oval,20 feet long,whitish,1,landed; hovered; took off at high speed; took off; emitted roar; emitted flame; landing; lifting off,approximately 20 seconds,visual,1,federal-le; civilian,FBI; The Sunday Press,2,3,3,unexplained,high,"Lonnie Zamora, a Socorro police officer, observed a landed oval-shaped object with two occupants in white coveralls, which then took off with a roar and flames.",65_hs1-834228961_62-hq-83894_section_9; 65_hs1-834228961_62-hq-83894_serial_438; 65_hs1-834228961_62-hq-83894_serial_449
INC-0450,1964-04-26,day,night,01:00,"La Maderia, New Mexico",USA,butane tank,12-14 feet high,,,stationary; flaming,,visual,,civilian,FBI,1,1,1,unexplained,high,"Orlando Gallegos observed a butane-tank-shaped object at La Maderia, New Mexico, surrounded by a blue-white flame.",65_hs1-834228961_62-hq-83894_section_9
INC-0451,1964-05-30,day,night,9:50 p.m.,"Bayonne, New Jersey",United States,round,,gray,5,flying north to south,,visual,1,civilian,FBI,1,1,1,not-assessed,high,"Witness observed five round, gray objects in a diamond formation.",pursue-r3--fbi-uap-d012
INC-0452,1964-07-07,day,unknown,,,China,U-2 aircraft,,,,overflight,,visual; radar,1,military-pilot,CIA,1,1,1,explained,high,A Nationalist Chinese U-2 pilot was shot down over the PRC.,pursue-r3--cia-uap-003
INC-0453,1964-07-09,day,unknown,,Nevada,United States,A-12,,,,crash,,other,,military-pilot,CIA,1,1,1,explained,high,A-12 article 133 crash during landing due to frozen pitch-control servo.,pursue-r3--cia-uap-003
INC-0454,1964-07-18,day,unknown,,,,,,,,,,visual,,civilian,Harvard College Observatory,1,1,1,explained,high,Observation of a bright meteor (fireball/bolide) reported to the Harvard College Observatory.,65_hs1-834228961_62-hq-83894_section_10
INC-0455,1965,year,night,,,unknown,Aurora-like,,bright green,,changed color; altered airglow height; appeared as a definitive glow,,visual,2,astronaut,NASA,1,1,1,unexplained,high,Astronauts observed a bright green Aurora-like light in the airglow layer that changed color and affected the airglow's appearance.,pursue-r3--nasa-uap-d020
INC-0456,1965,year,unknown,,,unknown,large object,,,,reentering; trailing,,visual,2,astronaut,NASA,1,1,1,not-assessed,high,Astronauts observed a large object reentering behind the spacecraft during the reentry phase.,pursue-r3--nasa-uap-d020
INC-0457,1965-03-02,day,unknown,,,USA,,,,,lost thrust; fell back on launch pad; destroyed,,,,,Department of War,1,1,1,explained,high,"Atlas booster fuel-pump pressure dropped due to a fuel pre-valve failure, booster lost thrust, fell back on launch pad, and was destroyed.",dow-uap-d48-report-september-1996
INC-0458,1965-05-27,day,unknown,,,USA,,,,,decreasing performance; explosion; vehicle breakup,,,,,Department of War,1,1,1,explained,high,"Booster gas-generator loop failure resulted in decreasing performance, explosion in thrust section, and vehicle breakup.",dow-uap-d48-report-september-1996
INC-0459,1965-06,month,unknown,,Hawaii,USA,metallic object with arms,,,,passing over,,visual; photo,2,military-pilot,NASA,1,1,1,unexplained,high,Astronauts Ed White and James McDivitt observed a metallic object with arms while passing over Hawaii.,pursue-r3--usg-uap-d001
INC-0460,1965-06-03,day,unknown,,,unknown,,,,,floating; moving away from spacecraft; bright particles,,visual,2,astronaut,NASA,1,1,2,unexplained,high,Astronauts McDivitt and White observed bright particles outside the Gemini IV spacecraft.,pursue-r3--nasa-uap-d018; pursue-r3--nasa-uap-d018
INC-0461,1965-06-09,day,night,unknown,Earth orbit,unknown,particles,small,bright,thousands,floating; sparkling; radiating; wiggling; moving; reflecting,unknown,visual,2,astronaut,NASA,1,2,3,explained,high,Astronaut Ed White observes 'sparkles' during the Gemini 4 flight.,pursue-r3--nasa-uap-d016; pursue-r3--nasa-uap-d017; pursue-r3--nasa-uap-d017
INC-0462,1965-06-09,day,unknown,unknown,North Atlantic Ocean,unknown,point of light,small,bright,1,flickering; appearing low on the horizon; floating away from spacecraft,unknown,visual,2,astronaut,NASA,1,2,2,explained,high,"Astronauts McDivitt and White observed a planet (likely Venus) during the Gemini 4 flight, which they initially mistook for the booster rocket.",pursue-r3--nasa-uap-d016; pursue-r3--nasa-uap-d017
INC-0463,1965-07-01,day,dawn,0600,Valensole,France,Dauphine automobile,,,,landed; vertical ascent,,visual,,civilian,Gendarmerie Nationale,1,1,1,unexplained,high,"Witness observed a landed object and two small beings, resulting in temporary paralysis.",255_413270_ufo's_and_defense_what_should_we_prepare_for
INC-0464,1965-07-12,day,unknown,,,USA,,,,,sustainer shutdown; wild uprange movements,,,,,Department of War,1,1,1,explained,high,Circuit board failure caused sustainer shutdown at BECO; Agena ignition created wild uprange movements on IP display.,dow-uap-d48-report-september-1996
INC-0465,1965-08-24,day,unknown,,Low Earth Orbit,United States,missile,,,,streaked through space,,visual; ir,2,astronaut,NASA,1,1,1,explained,high,Astronauts Cooper and Conrad tracked a Minuteman ICBM launched from Vandenberg AFB while in orbit.,pursue-r3--nasa-uap-d018
INC-0466,1965-08-24,day,unknown,,Japan,Japan,,,,,stationary,,visual,2,military-pilot,NASA,1,1,1,explained,high,Gemini 5 crew observed a cyclone off Japan.,pursue-r3--nasa-uap-d019
INC-0467,1965-08-24,day,unknown,,Pacific Ocean,,,,,,stationary,,visual; photo,2,military-pilot,NASA,1,1,1,explained,high,Gemini 5 crew observed a recovery ship (Lake Champlain) visually.,pursue-r3--nasa-uap-d019
INC-0468,1965-08-25,day,unknown,,Low Earth Orbit,United States,missile,,,,streaked through space,,visual,2,astronaut,NASA,1,1,1,explained,high,Astronauts Cooper and Conrad tracked a second Minuteman ICBM launch from Vandenberg AFB.,pursue-r3--nasa-uap-d018
INC-0469,1965-08-26,day,unknown,,Tibet,China,,,,,jamming; pulsing,,ew,2,military-pilot,NASA,1,1,1,partially-explained,high,Gemini 5 crew observed unidentified radar signals while over China/Tibet.,pursue-r3--nasa-uap-d019
INC-0470,1965-08-30,day,unknown,unknown,"Cape Kennedy, Florida",USA,unknown,unknown,unknown,unknown,fogging; freezing; stationary; flying; impacting,unknown,visual,2,military-pilot,NASA,1,1,3,not-assessed,high,Gemini 5 crew reported window fogging and frozen condensation between the outer panes of glass during countdown.,pursue-r3--nasa-uap-d019; pursue-r3--nasa-uap-d019; pursue-r3--nasa-uap-d019
INC-0471,1965-08-30,day,unknown,,,unknown,,,,many,floating; drifting,,visual,2,astronaut,NASA,1,1,4,not-assessed,high,"Astronauts observed debris, 'snow', and glittering pieces floating outside the spacecraft during orbital flight.",pursue-r3--nasa-uap-d020; pursue-r3--nasa-uap-d020; pursue-r3--nasa-uap-d020; pursue-r3--nasa-uap-d020
INC-0472,1965-08-31,day,unknown,unknown,orbital,unknown,unknown,unknown,unknown,2,impacting,instantaneous,other,2,military-pilot,NASA,1,1,1,unexplained,high,"Crew reported hearing two distinct 'ding' sounds on the hatch, similar to a pellet or BB impact, while in orbit.",pursue-r3--nasa-uap-d019
INC-0473,1965-10-25,day,unknown,,,USA,,,,,engine shut down; tanks burst,,,,,Department of War,1,1,1,explained,high,Agena engine shut down after one second; helium pressurization system continued until tanks burst.,dow-uap-d48-report-september-1996
INC-0474,1965-12,month,unknown,,,USA,,,,,sighting,,visual,2,military-pilot,NASA,1,1,1,unexplained,high,Astronauts James Lovell and Frank Borman reported a bogey during their Gemini 7 flight.,pursue-r3--usg-uap-d001
INC-0475,1965-12-05,day,unknown,,Low Earth Orbit,unknown,,,,hundreds,tumbling; moving in path at 90 degrees; going into polar orbit,,visual,1,astronaut,NASA,1,2,3,unexplained,high,Astronaut Frank Borman reported a 'bogey' at ten o'clock high during the Gemini 7 mission.,255_t_763_r1b_transcripts; 255_t_763_r1b_transcripts; pursue-r1-record-index
INC-0476,1965-12-20,day,unknown,,,unknown,,,,,passing underneath,,visual,2,military-pilot,NASA,1,1,1,not-assessed,high,Gemini 7 crew observed a satellite passing underneath them while in orbit.,pursue-r3--nasa-uap-d021
INC-0477,1965-12-28,day,unknown,,Nevada,United States,A-12,,,,crash,,other,,military-pilot,CIA,1,1,1,explained,high,A-12 article 126 crash after takeoff due to wiring error.,pursue-r3--cia-uap-003
INC-0478,1966,year,unknown,,"Princeton, West Virginia",USA,,,,,,,visual,1,federal-le,FBI,1,1,1,not-assessed,high,"Police Chief Joe Thorn reported seeing two UFOs, one under low cloud cover in daylight and another at 2,000 feet altitude.",65_hs1-834228961_62-hq-83894_section_10
INC-0479,1966,year,unknown,,,,,,,,,,,,,CIA,1,1,1,not-assessed,medium,Michigan sightings identified by USAF as swamp gas,pursue-r3--cia-uap-019
INC-0480,1966-02-03,day,night,,Pretoria,South Africa,spinning top,30 feet in diameter,"copper, flaming",1,landing; silent high-speed takeoff,,visual,2,federal-le,Associated Press,1,1,1,not-assessed,high,"Two police officers observed a flaming, copper-colored object on a highway.",65_hs1-834228961_62-hq-83894_serial_449
INC-0481,1966-03-04,day,unknown,,,USA,,,,,"spiraling; loss of stability; varying pitch, roll, and yaw rates",,,,,Department of War,1,1,1,explained,high,"Missile spiraling due to hydraulic system failure during staging; telemetry indicated rapidly varying pitch, roll, and yaw rates.",dow-uap-d48-report-september-1996
INC-0482,1966-03-19,day,unknown,,,USA,,,,,impacted beyond target,,,,,Department of War,1,1,1,explained,high,Reentry vehicle impacted 82 miles beyond target when head suppression valve failed to close at SECO.,dow-uap-d48-report-september-1996
INC-0483,1966-03-21,day,evening,,"Detroit, Michigan",USA,,,white,,moving north; stopped; moving east; motionless; rotating; flashing,,visual,1,civilian,FBI,1,1,5,not-assessed,medium,A 17-year-old boy reported seeing a high-altitude object with white lights moving north from the southwest.,65_hs1-834228961_62-hq-83894_section_10; 65_hs1-834228961_62-hq-83894_section_10; 65_hs1-834228961_62-hq-83894_section_10; 65_hs1-834228961_62-hq-83894_section_10; 65_hs1-834228961_62-hq-83894_section_10
INC-0484,1966-03-25,day,morning,,"Wichita, Kansas",USA,doughnut,25 feet in diameter,"purple, red, orange, green",2,hovering; spinning; landing,,visual,1,civilian,Wichita Beacon,1,1,1,not-assessed,high,"Johnny Sparks, 11, reported seeing two saucer-shaped objects with legs that landed in his driveway.",65_hs1-834228961_62-hq-83894_serial_449
INC-0485,1966-03-26,day,night,,"Bloomingdale, New York",USA,"flat bottom, rounded top",length of a car,"silvery, red, yellow",1,hovering; flashing; vertical ascent,,visual,2,civilian,The Sun-Bulletin,1,1,1,not-assessed,high,Two boys observed a hovering object with flashing lights over a swamp.,65_hs1-834228961_62-hq-83894_serial_449
INC-0486,1966-04-04,day,unknown,,"Hamilton, Ontario",Canada,"eight feet long, four feet wide",,"blue, green",2,landing; flickering,,visual,1,civilian,The Montreal Star,1,1,1,not-assessed,high,"Charles Cozens reported touching the antenna of a glowing flying ship, resulting in a burn.",65_hs1-834228961_62-hq-83894_serial_449
INC-0487,1966-04-07,day,night,,"North Bend, Washington",USA,saucer-like,,"blue-grayish, white",1,moving; hovering; rapid maneuvers; tumbling; fuel starvation,,visual,4,civilian,unknown; Department of War,2,2,2,explained,high,Louis S. Smith family observed a saucer-shaped object using binoculars and a telescope.,65_hs1-834228961_62-hq-83894_serial_449; dow-uap-d48-report-september-1996
INC-0488,1966-05-03,day,unknown,,,USA,,,,,roll and pitch rates increased; stability lost,,,,,Department of War,1,1,1,explained,high,Sustainer pitch-actuator feedback-loop failed; roll and pitch rates increased; vehicle stability lost.,dow-uap-d48-report-september-1996
INC-0489,1966-05-16,day,unknown,,"St. Helens, Lancs.",UK,"oval, cup-shaped dome",,white,6,hovering; disappearing at speed,,visual,2,federal-le,Daily Sketch,1,1,1,not-assessed,high,Police Constable Donald Cameron observed six glowing objects from his home.,65_hs1-834228961_62-hq-83894_serial_449
INC-0490,1966-05-17,day,unknown,,,,,,,,loss of pitch control; abnormal attitude,,,,,RTI,1,1,1,explained,medium,Atlas SLV-3 launch failure resulting in loss of pitch control and abnormal attitude.,dow-uap-d48-report-september-1996
INC-0491,1966-05-17,day,unknown,,,USA,,,,,unstable; pitch-down maneuver,,,,,Department of War,1,1,1,explained,high,Vehicle became unstable after loss of pitch control; pitch-down maneuver greater than 90 degrees.,dow-uap-d48-report-september-1996
INC-0492,1966-06-03,day,unknown,,Low Earth Orbit,unknown,,,,,flashing; sparkling,,visual,2,military-pilot,NASA,1,1,1,not-assessed,medium,Astronauts observed flashing lights and sparkles during the Gemini IX mission.,pursue-r3--nasa-uap-d022
INC-0493,1966-06-10,day,unknown,,,USA,,,,,undershot target,,,,,Department of War,1,1,1,explained,high,Reentry vehicle undershot target by 20 miles due to vernier engine shutdown caused by helium pressure decay.,dow-uap-d48-report-september-1996
INC-0494,1966-07-11,day,night,10:00 p.m.,"West Orange, New Jersey",United States,,,white,3,disappeared,,visual,2,civilian,FBI,1,1,1,not-assessed,high,Witnesses observed three white objects that disappeared when planes approached.,pursue-r3--fbi-uap-d012
INC-0495,1966-09-07,day,morning,11:40 a.m.,"Mannheim-Frankfurt, Germany",Germany,cigarette,,white,40-50,flight; formation,,visual; photo,3,civilian,FBI,1,1,1,not-assessed,high,Fred Steckling filmed an armada of 40-50 UFOs while traveling by train between Mannheim and Frankfurt.,65_hs1-834228961_62-hq-83894_section_10
INC-0496,1966-10-11,day,unknown,,,USA,,,,,lose thrust; breakup,,,,,Department of War,1,1,1,unexplained,high,Missile appeared to lose thrust and breakup; major pieces impacted 32 to 40 miles downrange.,dow-uap-d48-report-september-1996
INC-0497,1967-01-05,day,unknown,,Nevada,United States,A-12,,,,crash,,other,,military-pilot,CIA,1,1,1,explained,high,A-12 crash due to fuel gauge malfunction.,pursue-r3--cia-uap-003
INC-0498,1967-01-18,day,night,04:10 a.m.,"Chesapeake, Virginia",USA,oblong,,,1,landed; abduction,1 hour,visual,1,civilian,FBI,1,1,1,not-assessed,high,"James C. Collins reported being abducted by a craft manned by small creatures after observing it land in the street in Chesapeake, Virginia.",65_hs1-834228961_62-hq-83894_section_10
INC-0499,1967-01-21,day,morning,7:00 a.m.,"Florham Park, New Jersey",United States,inverted saucer,25 feet,,1,hovering,,visual; photo,1,civilian,FBI,1,1,1,not-assessed,high,Witness observed an inverted saucer-shaped object with a turret.,pursue-r3--fbi-uap-d012
INC-0500,1967-03-02,day,morning,10:30 a.m. - 11:00 a.m.,"White Sands Missile Range, New Mexico",USA,disc,,silvery,1+,flight; disappeared,,visual; radar,29,military-other; government-civilian,FBI,1,1,1,not-assessed,medium,At least 29 personnel at White Sands Missile Range observed one or more UFOs moving at high speed.,65_hs1-834228961_62-hq-83894_section_10
INC-0501,1967-04-14,day,evening,8:05 p.m.,"Victoria, British Columbia",Canada,,,red and green,1,hovering,,visual,3,civilian,FBI,1,1,1,not-assessed,medium,Two boys and a woman reported seeing red and green lights hovering over the Uplands residential district.,65_hs1-834228961_62-hq-83894_section_10
INC-0502,1967-08-06,day,unknown,,,unknown,,,,,,,radar,,civilian,FBI,1,1,1,unexplained,medium,"A UFO was detected by radar 22,000 miles from Earth.",65_hs1-834228961_62-hq-83894_section_10
INC-0503,1967-08-20,day,unknown,,,Antarctica,,,,,,,other,,civilian,FBI,1,1,1,unexplained,medium,A UFO was detected over Antarctica.,65_hs1-834228961_62-hq-83894_section_10
INC-0504,1967-08-29,day,morning,1030,Cussac,France,sphere,,,,hovering; spiral movement,,visual,,civilian,GEPAN,1,1,1,unexplained,high,"Two children observed four small beings and a sphere, accompanied by a hissing sound and sulfur odor.",255_413270_ufo's_and_defense_what_should_we_prepare_for
