doc_id,agency,date,date_precision,location,country,encounter_type,entity_count,entity_height,entity_appearance,entity_clothing,entity_behavior,communication_method,communication_content,claimant_type,claimant_firsthand,document_stance,physical_effects,pages,quote,confidence,summary
65_hs1-834228961_62-hq-83894_section_9,FBI,1952,year,Michigan,USA,close-approach,,,human beings,,"hovering, motionless, silent, taking pictures",written,She claimed the entities left newspapers and magazines and provided a key to a strange print in a newspaper.,civilian,True,recorded-no-comment,dog became unconscious and ill,30; 31; 32; 33; 34; 35; 36; 37,I realized at once there were human beings guiding it.,high,"A woman reported that she and her three daughters observed a silent, motionless, dome-shaped object hovering near their farm, which she believed was taking pictures; she later found strange newspapers and magazines on her property."
65_hs1-834228961_62-hq-83894_section_9,FBI,1960-02-21,day,"Grand Blanc, Michigan",USA,close-approach,,,"flat on bottom, oval shaped, fluorescent glow",,,none,,civilian,True,forwarded-no-action,,108; 109; 110; 111; 112; 113; 114; 115,"it is flat on the bottom, is oval shaped, and appears to have a fluorescent glow",high,"A photographer reported observing a flat, oval-shaped object with a fluorescent glow and a vapor trail in a photograph he took of the moon through a telescope."
65_hs1-834228961_62-hq-83894_section_9,FBI,1960,year,"Giant Rock, California",USA,claimed-contact,Hundreds,Not stated,Appear just as humans do.,Not stated,Concerned with atom bombs; have the power to know thoughts; use crystal batteries to bend light and appear invisible.,telepathic,Space people communicate by knowing thoughts; many are mute but some are trained to speak earth languages.,contactee-figure,False,recorded-no-comment,magnetic field; invisibility,148; 152; 156; 160,I have also been visited by the people from outer space,medium,George W. Van Tassel claimed to have been visited by people from outer space and to have taken up a crusade to bring facts about them to the American people.
65_hs1-834228961_62-hq-83894_section_9,FBI,1960-05-03,day,"Grand Blanc, Michigan",USA,close-approach,,,,,,none,,civilian,False,dismissed,photographic anomaly,166; 167,what appeared to be a flying object somewhere in the vicinity of the moon,medium,"Joseph Perry claimed a photograph of the moon contained a flying object, which the Air Force attributed to a development error."
65_hs1-834228961_62-hq-83894_section_9,FBI,1964-04-24,day,"Socorro, New Mexico",USA,landing,2,,Two persons in apparent white coveralls.,White coveralls,"Adjacent to object, then disappeared.",none,,civilian,False,investigated,flame; smouldering areas; depressed areas in ground,226; 228; 229; 231; 233; 235,"oval shaped, similar to football, possibly twenty feet long",high,"Lonnie Zamora, a police officer, reported seeing a landed oval-shaped object with two occupants in white coveralls, which then took off with a roar and flames."
65_hs1-834228961_62-hq-83894_section_9,FBI,1964-04-26,day,"La Madera, New Mexico",USA,close-approach,,,Object shaped like a butane tank or telephone pole.,,Surrounded by blue-white flame from portholes.,none,,civilian,False,investigated,scorched circular area; indentations in ground,221; 222; 223; 224,"something shaped like a butane tank, possibly twelve to fourteen feet high",high,Orlando Gallegos reported seeing a butane-tank-shaped object on the ground surrounded by a blue-white flame.
65_hs1-834228961_62-hq-83894_serial_130,FBI,1947-07-06,day,"Green Acres, Birmingham, Alabama",USA,entity-sighted,7-10,2000 feet,"round, dim glow of light",,"traveling in a definite arc, some appeared to come straight up",none,,military,True,investigated,,14,The Discs were silent and appeared to be composed of a single light.,high,"Staff Sergeant Ira L. Livingston observed 7 to 10 glowing, round objects traveling in an arc at high speed over Green Acres, Birmingham, Alabama."
65_hs1-834228961_62-hq-83894_serial_130,FBI,1947-07-09,day,"Grand Falls, Newfoundland",Canada,entity-sighted,5,,"egg-shaped, phosphorus glow, barrel-head size",,"flying in rocking motion, terrific speed",none,,federal-le,True,investigated,,34; 35,I would describe as being a huge jelly-fish flash across the sky.,high,"Constable Eric Kearsey and others observed four egg-shaped, phosphorus-glowing objects in formation, followed by a single object, over Grand Falls, Newfoundland."
65_hs1-834228961_62-hq-83894_serial_130,FBI,1947-07-10,day,"Harmon Field, Newfoundland",Canada,physical-trace,1,,"circular like a wheel, silvery, translucent",,"horizontal flight, cut through clouds",none,,civilian,True,investigated,cloud disruption; bluish-black trail,18; 23; 24; 25; 26; 27; 28; 29,It cut a straight path right through the cloud.,high,"Three mechanics observed a circular, silvery object that cut through clouds and left a long bluish-black trail."
65_hs1-834228961_62-hq-83894_serial_130,FBI,1947-07-11,day,"Codroy, Newfoundland",Canada,entity-sighted,1,,"flame colored, disc shaped, cone-shaped trail",,high velocity,none,,civilian,True,investigated,,19; 20; 30; 31; 32; 33,"The circle was a bright red, nearest I could describe it would be the color of a flame.",high,"Three witnesses observed a flame-colored, disc-shaped object with a cone-shaped after-glow trail."
65_hs1-834228961_62-hq-83894_serial_130,FBI,1947-08-13,day,"Snake River Canyon, Idaho",USA,entity-sighted,1,75 feet,"sky blue, oblong, 20ft long, fiery red tubular glow",,"skimming canyon floor, rode up and down over hills",none,,civilian,True,investigated,burned weeds to ash,42; 43; 44; 45,It seemed to be powered by jets emitting a fiery glow on both sides.,high,"A.C. Urie and his sons observed a sky-blue, oblong object with a fiery red tubular glow skimming through Snake River Canyon."
65_hs1-834228961_62-hq-83894_serial_220,FBI,1950-03-16,day,Durango,Mexico,entity-sighted,,,,,,none,,civilian,False,recorded-no-comment,,5; 13,seen with their own eyes the flying saucers,medium,"Student German Horacio Robles Jr. reported observing and photographing a flying saucer over Durango, Mexico, describing it as a double truncated cone moving via jet propulsion."
65_hs1-834228961_62-hq-83894_serial_220,FBI,1950-01-28,day,Furnas,Brazil,entity-sighted,,,,,,none,,civilian,False,recorded-no-comment,,6,seen with their own eyes the flying saucers,medium,"Student Osvaldo Rhodes Jr. reported observing and photographing a flying saucer while a passenger on an airplane over Furnas, describing it as a double truncated cone."
65_hs1-834228961_62-hq-83894_serial_403,FBI,1952,year,West Virginia,United States,landing,,,,,,none,,civilian,False,recorded-no-comment,,2,,low,"Gray Barker investigated a report of a flying saucer landing near his home in West Virginia in 1952, finding the witnesses convincing."
65_hs1-834228961_62-hq-83894_serial_438,FBI,1964-04-24,day,"Socorro, New Mexico",USA,occupant-report,2,,"two individuals in white coveralls, normal shape, small adults or large kids",,"startled, jumped, then disappeared",none,,military,True,recorded-no-comment,four rectangular ground indentations; three burned patches of grass; three smooth circular marks in sand; burning brush,2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 31; 32; 33; 34; 35; 36; 37; 38; 40,unknown object which landed and has taken off,high,"Officer Lonnie Zamora observed a shiny, oval-shaped object on the ground near Socorro, NM, accompanied by two individuals in white coveralls. The object rose with a loud roar and flame, leaving physical traces in the ground and burning brush."
65_hs1-834228961_62-hq-83894_serial_449,FBI,1964-04,month,"Newark Valley, New York",USA,occupant-report,2,,human-like creatures,uniforms and hoods,,verbal,"The beings spoke in perfect but stilted, smooth English.",civilian,True,recorded-no-comment,no grass growing in landing spot,18,I know what I saw. I even talked with them and even joking with them.,high,Gary T. Wilcox reported an encounter with an egg-shaped craft and its occupants on his farm.
65_hs1-834228961_62-hq-83894_serial_449,FBI,1966-03-25,day,"Wichita, Kansas",USA,landing,1,,fellow in a fitted suit,,"landed like an airplane, top spun",none,,civilian,False,recorded-no-comment,three-foot deep hole in ground; sand swirled into driveway,13,When it started landing it had legs and put them down.,medium,"Johnny Sparks, age 11, reported two saucer-shaped objects landing in his driveway."
65_hs1-834228961_62-hq-83894_serial_449,FBI,1965-09-16,day,"Pretoria, South Africa",South Africa,physical-trace,,,shiny copper-colored object,,took off silently at great speed,none,,federal-le,False,recorded-no-comment,six-foot wide section of road burned; grass scorched,17,The shiny copper-colored object resembled a giant spinning top.,medium,Two police officers reported a copper-colored saucer-shaped object landing on a highway.
65_hs1-834228961_62-hq-83894_sub_a,FBI,1957-11-05,day,"Kearney, Nebraska",USA,claimed-contact,6,,Four men and two women in business suits.,Business suits,"Waved a flashlight, searched claimant for weapons, moved by stepping into specific locations.",verbal,Occupants spoke High German and English; told him he had nothing to fear and would find out more in a couple of weeks.,civilian,False,investigated,car engine stall; paralysis; oil stains on ground,6; 7; 8; 9,"I couldn't move. I don't know whether I was just afraid or what, but it was like being paralyzed",medium,"Reinhold O. Schmidt claimed to have encountered a cigar-shaped craft and its six occupants in a field near Kearney, Nebraska."
65_hs1-834228961_62-hq-83894_sub_a,FBI,1957-11-04,day,"White Sands, New Mexico",USA,close-approach,,,Brilliant colored egg-shaped object.,,,none,,civilian,False,investigated,car engine stall; radiation heat wave,9; 11,brilliant colored egg-shaped object,medium,James Stokes reported an egg-shaped object that caused car engines to stall near White Sands Proving Grounds.
65_hs1-834228961_62-hq-83894_sub_a,FBI,1957-11,month,"San Antonio, Texas",USA,landing,,,Egg-shaped object.,,,none,,government-civilian,False,recorded-no-comment,car engine stall; lights failure,9,egg-shaped object land in a ravine,low,"A Civil Service worker reported an egg-shaped object landing in a ravine near San Antonio, causing his car engine and lights to fail."
65_hs1-834228961_62-hq-83894_sub_a,FBI,1957-11-03,day,"Levelland, Texas",USA,close-approach,,,"Egg-shaped, glowing like a blinding-red sunset or neon light.",,,none,,federal-le,False,recorded-no-comment,car engine stall; headlight failure,14; 15,mysterious egg-shaped object which looked like a blinding-red sunset,medium,Sheriff Weir Clem and several motorists reported an egg-shaped object that caused car engines and headlights to fail.
65_hs1-834228961_62-hq-83894_sub_a,FBI,1957-11-03,day,"Levelland, Texas",USA,close-approach,,,"Egg-shaped, 200 feet long, glowing like a neon light.",,,none,,civilian,False,recorded-no-comment,car engine stall; headlight failure,15,glowed intermittently like a blinding neon light,medium,Herbert Long reported an egg-shaped object sitting in the road that caused his engine and lights to fail.
65_hs1-834228961_62-hq-83894_sub_a,FBI,1952-08,month,"Kutztown, Pennsylvania",USA,close-approach,,,Dome-shaped with three window-like openings and an antenna.,,,none,,civilian,False,recorded-no-comment,,49; 50,too frightened to approach it,medium,Herbert Long reported seeing a parked saucer-shaped craft 30 feet from his car.
65_hs1-834228961_62-hq-83894_sub_a,FBI,,,"Philadelphia, Pennsylvania",,landing,,,,,,none,,federal-le,False,recorded-no-comment,sticky odorless residue,69,,medium,"Four Philadelphia policemen reported seeing a saucer-like object land in a field, which then evaporated, leaving a sticky, odorless residue."
65_hs1-834228961_62-hq-83894_sub_a,FBI,1950-07-30,day,"Williamsville, Illinois",,close-approach,,,blue streak about 10 feet long shaped like a sausage,,dived suddenly and collided with plane,none,,pilot-civilian,True,recorded-no-comment,explosion,71,,high,"Pilot Jim Graham claimed a 'flying sausage' collided with his plane and exploded like a bomb, though no damage was found."
65_hs1-834228961_62-hq-83894_sub_a,FBI,1950-07-13,day,"Osceola, Arkansas",,close-approach,,,"helmet-shaped, shiny round object, 25 to 45 feet across, 7 feet high",,whizzing past training planes,none,,military,True,recorded-no-comment,radar contact,73,,high,Two pilots and an electronics instructor tracked a helmet-shaped object on radar for eight miles and observed it visually.
65_hs1-834228961_62-hq-83894_sub_a,FBI,,,"Fort Knox, Kentucky",,close-approach,,,,,,verbal,,military,True,recorded-no-comment,,84; 85,The thing looks metallic and is tremendous.,high,Capt. Thomas Mantell died after pursuing a metallic object he described as a silver ice cream cone topped with red.
65_hs1-834228961_62-hq-83894_sub_a,FBI,,,"Montgomery, Alabama",,close-approach,,,,,,none,,pilot-civilian,True,recorded-no-comment,rocking of aircraft,85,There was a tremendous burst of orange flame from the rear.,high,Airline pilots Chiles and Whitted reported a cigar-shaped object with orange flames that rocked their DC-3.
65_hs1-834228961_62-hq-83894_sub_a,FBI,,,Arkansas,,close-approach,,,,,,none,,pilot-civilian,True,recorded-no-comment,,85,"I've been a sceptic all my life about such things, but what can you do when you see a thing like that?",high,Airline pilots Adams and Anderson reported a flying saucer with windows on the bottom and a blinking light on top.
dow-uap-d12-mission-report-iraq-may-2022,Department of War,2022-05-20,day,38SMC79[REDACTED]70[REDACTED],,entity-sighted,1,,,,,none,,military,False,recorded-no-comment,,6,SCREENER COULD NOT GET A POSITIVE ID ON THE UAP,medium,An unidentified aerial phenomenon was observed by an aircraft screener moving north to north-east; the object could not be positively identified.
dow-uap-d19-mission-report-syria-february-21-2023,Department of War,2023-02-21,day,Shaddadi,Syria,entity-sighted,3,,2 white objects,,,none,,military,True,recorded-no-comment,,9,3X POSS UAP IVO SHADDADI,high,"Aircrew observed three possible UAP while cruising in CAP; no radar returns were received, but the objects were IR significant."
dow-uap-d25-mission-report-greece-january-2024,Department of War,2024-01-25,day,,United States,close-approach,,,"Round diamond shape with a straight, non-maneuverable tail probe.",,,none,,military,True,recorded-no-comment,,6; 7,The UAP appeared diamond in shape with a non-manuevering probe at the bottom.,high,Military aircraft observed a round diamond-shaped UAP with a non-maneuvering tail probe while in transit; it was detected only via SWIR camera for approximately two minutes.
dow-uap-d27-mission-report-united-arab-emirates-october-2023,Department of War,2024-06-07,day,40RFM,United Arab Emirates,close-approach,1,,glowing hot spherical object with a vertical unwavering cylindrical pole/bar attached on the bottom,,flying straight just over the water at speed of 140 knots,none,,military,True,recorded-no-comment,,6; 7,GLOWING HOT SPHERICAL UNIDENTIFIED OBJECT WITH A VERTICAL UNWAVERING CYLINDRICAL POLE/BAR ATTACHED ON THE BOTTOM,high,A glowing hot spherical object with a vertical cylindrical pole attached to the bottom was observed moving at 140 knots over water.
dow-uap-d3-mission-report-arabian-gulf-2020,Department of War,,unknown,,,entity-sighted,4,,,,,none,,military,False,recorded-no-comment,,7,4 UAP WERE OBSERVED BENEATH,medium,Four UAP were observed beneath an aircraft at specific intervals between 17:36:22 and 17:36:49 ZULU time.
dow-uap-d33-mission-report-greece-october-2023,Department of War,2023-10-27,day,35S KD 95,Greece,close-approach,,,"Seemingly circular, too small to make out details",,Performed sharp 90 degree turns at 80 mph,none,,military,True,recorded-no-comment,,6; 7,The UAP took multiple 90 degree turns at an estimated 80 mph.,high,Military aircraft observed a circular UAP flying just above the ocean surface performing 90-degree turns at 80 mph before disappearing from the sensor feed.
dow-uap-d48-report-september-1996,Department of War,1991-06,month,Eastern Range,USA,physical-trace,,,,,,none,,military,False,investigated,structural failure; radical pitch-up maneuver,15,The vehicle made a radical pitch-up maneuver due to aft-skirt structural failure,high,"A Joust vehicle experienced a radical pitch-up maneuver due to structural failure at T+14 seconds, resulting in an impact trace that would have been well away from the flight line if destruct action had been taken."
dow-uap-d48-report-september-1996,Department of War,1991-08-20,day,"Pad 20, Cape Canaveral",USA,physical-trace,,,,,,none,,military,False,investigated,near 90-degree turn; destruct action,15,"Within a second or two after clearing the launcher, the rocket made a near 90° right turn",high,A guided Red Tigress sounding rocket made a near 90-degree right turn shortly after launch and flew stably until destroyed by the safety officer.
dow-uap-d61-mission-report-persian-gulf-august-2020,Department of War,2020-08-27,day,Persian Gulf,Iran,entity-sighted,,,,,,none,,military,False,recorded-no-comment,,6; 7,observed a formation of flying objects traveling NE-NW along the coast,medium,A formation of unknown flying objects was observed by an ISR aircraft sensor traveling NE-NW along the coast for approximately two minutes before being lost in cloud cover.
dow-uap-d62-mission-report-strait-of-hormuz-september-2020,Department of War,2020-09-16,day,Arabian Gulf,Iran,close-approach,,,,,,none,,military,False,recorded-no-comment,,8,OBSERVED A UAP,medium,An unmanned aerial asset observed a UAP via Full Motion Video (FMV) while conducting ISR operations in the Arabian Gulf.
dow-uap-d74-mission-report-syria-november-2023,Department of War,2023-11-09,day,Syria,Syria,close-approach,,,bouncy ball shape,,"maintained 424 knots, dropped altitude, passed aircraft",none,,military,True,recorded-no-comment,,9; 10,observed 1x prob hc uap shaped as a bouncy ball,high,Military aircraft observed an unidentified aerial phenomenon shaped like a bouncy ball traveling at 424 knots for seven minutes.
nasa-uap-d2-apollo-17-transcript-1972,NASA,1972,year,Space (Apollo 17 mission),USA,close-approach,,,"Bright, jagged, angular fragments or objects; some flashing rhythmically.",,"Tumbling, drifting, or moving in a rhythmic flashing pattern.",none,,military,True,recorded-no-comment,,1; 2; 3; 7; 8; 9; 11,"It is a bright object, and it's obviously rotating because it's flashing.",high,"Astronauts observed unidentified bright, flashing objects in space while maneuvering, initially speculating they were debris or S-IVB fragments."
nasa-uap-d2-apollo-17-transcript-1972,NASA,1972,year,"Lunar surface, north of Grimaldi",Moon,close-approach,,,Bright little flash and thin streak of light.,,Stationary flash on lunar surface.,none,,military,True,recorded-no-comment,,16,"Hey, I just saw a flash on the lunar surface!",high,Astronaut observed a bright flash on the lunar surface near the Grimaldi crater.
nasa-uap-d4-apollo-11-technical-crew-debriefing-1969,NASA,1969-07,month,Translunar space,,close-approach,,,,,,none,,military,True,investigated,,2; 3; 4; 5,It was a hollow cylinder. But then you could change the focus on the sextant and it would be replaced by this open-book shape.,high,"Apollo 11 crew observed an unidentified object while in translunar flight, initially mistaking it for the S-IVB stage. The object appeared to have an L-shape or hollow cylinder structure and was seen tumbling."
nasa-uap-d4-apollo-11-technical-crew-debriefing-1969,NASA,1969-07,month,Apollo 11 spacecraft,,physical-trace,,,,,,none,,military,True,investigated,,6; 7; 8,It did give you a rather funny feeling to contemplate that something was zapping through the cabin.,high,"Astronauts observed unexplained light flashes inside the spacecraft cabin during sleep periods, which they speculated might be atomic particles or radiation penetration."
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,military,True,recorded-no-comment,erratic movement,,solid white object [fly] through the [field-of-view],high,A U.S. military operator reported observing a solid white object making erratic movements above the water in the Persian Gulf.
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,military,True,recorded-no-comment,,,formation of unknown flying objects,high,A U.S. military operator reported observing a formation of unknown flying objects traveling along the coast of the Persian Gulf.
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,military,True,recorded-no-comment,,,"round, cold object",high,"A U.S. military operator reported observing a round, cold object over the Gulf of Aden, making abrupt directional changes."
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,military,True,recorded-no-comment,,,balloon-shaped,high,"A U.S. military operator reported observing two balloon-shaped, metallic, reflective objects, with one circling the other."
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,government-civilian,True,recorded-no-comment,,,orbs launching other orbs,high,"Seven federal government employees reported observing orbs launching other orbs, a large stationary glowing orb, and a translucent kite-like phenomenon in the western United States."
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,civilian,True,recorded-no-comment,,,ellipsoid bronze metallic object,high,"Eyewitnesses reported an ellipsoid bronze metallic object materializing out of a bright light, 130-195 feet in length."
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,military,True,recorded-no-comment,,,"diamond-shaped, with a non-maneuvering probe",high,A U.S. military operator reported observing a diamond-shaped UAP with a non-maneuvering probe at the bottom over the Mediterranean Sea.
pursue-r1-record-index,Department of War,,,,,close-approach,,,,,,none,,government-civilian,True,recorded-no-comment,,,super-hot orb hovering over the ground,high,"A senior U.S. intelligence official reported finding a super-hot orb hovering over the ground after a helicopter search, followed by a swarm of lights and multiple orbs flaring."
serial-3_redacted,FBI,September 2023,month,Restricted test site,United States,close-approach,,,,,,none,,civilian,True,recorded-no-comment,gate malfunction,1; 2,cigar shaped object with an extremely bright light,high,"Witness observed a silent, cigar-shaped, metallic bronze object with an intense diamond-white light hovering and moving slowly near a restricted test site."
serial_5_redacted_redacted,,,,,,close-approach,,,,,,none,,unknown,True,recorded-no-comment,,2,thought the light might have been a meteor,low,The claimant observed a light in the sky that they initially suspected might be a meteor heading toward them.
usper-statement-redacted,FBI,,day,,,close-approach,"Multiple, ranging from single orbs to swarms.",,"Oval shaped, orange color with white or yellow center, emitting light in all directions.",,"Stationary, flaring in brightness, moving at high speeds, breaking into multiple objects, and pursuing military aircraft.",none,,military,True,recorded-no-comment,,2; 3,The two orbs appeared to flare up and remain stationary side by side.,high,"Military helicopter crew and intelligence officials observed multiple instances of glowing, oval-shaped orbs that flared in brightness and performed complex maneuvers in close proximity to their aircraft and other military assets."
western_us_event_slides_5.08.2026,Department of War,,,Western U.S.,United States,close-approach,,,,,,none,,federal-le,True,investigated,,2,did almost appear it might have had a small spindle or something connecting it from underneath to the rock formation,high,"Federal agents observed a glowing orange orb hovering near a rock pinnacle, appearing to have a spindle connecting it to the rock."
western_us_event_slides_5.08.2026,Department of War,,,Western U.S.,United States,close-approach,,,,,,none,,federal-le,True,investigated,,3,"it almost looked like an ill defined, dark kite shape that had some rounded width to the sides",high,Federal agents pursued an object resembling a dark kite with two lights that moved laterally over the desert with zero resistance.
western_us_event_slides_5.08.2026,Department of War,,,Western U.S.,United States,close-approach,,,,,,none,,federal-le,True,investigated,,4,at one point my beam went from shining far into the distance to stopping about 50 yards away on nothing in particular,high,"Federal agents observed a transparent, kite-shaped object floating near the ground; a spotlight beam appeared to be blocked by an invisible barrier."
